return_id,order_id,return_reason,return_date
R04402,O073167,Late Delivery,09-12-2025
R04403,O073189,Wrong Item,27-11-2025
R04404,O073199,Size/Fit Issue,29-10-2025
R04405,O073204,Wrong Item,12-01-2025
R04406,O073209,Size/Fit Issue,03-04-2025
R04407,O073212,Quality Issue,18-05-2026
R04408,O073249,Wrong Item,08-09-2025
R04409,O073267,Late Delivery,29-09-2025
R04410,O073297,Late Delivery,28-03-2025
R04411,O073315,Size/Fit Issue,17-08-2025
R04412,O073329,Size/Fit Issue,15-09-2025
R04413,O073343,Wrong Item,07-06-2026
R04414,O073360,Damaged,25-10-2025
R04415,O073368,Changed Mind,02-03-2026
R04416,O073379,Size/Fit Issue,24-06-2026
R04417,O073383,Size/Fit Issue,08-08-2025
R04418,O073390,Late Delivery,21-01-2025
R04419,O073391,Damaged,27-11-2025
R04420,O073399,Damaged,27-01-2025
R04421,O073432,Wrong Item,31-10-2025
R04422,O073434,Size/Fit Issue,04-02-2025
R04423,O073441,Changed Mind,15-08-2025
R04424,O073464,Damaged,28-03-2026
R04425,O073471,Quality Issue,30-09-2025
R04426,O073485,Wrong Item,29-10-2025
R04427,O073501,Quality Issue,10-08-2025
R04428,O073502,Damaged,11-07-2026
R04429,O073521,Quality Issue,05-01-2026
R04430,O073523,Size/Fit Issue,13-05-2026
R04431,O073538,Changed Mind,04-05-2026
R04432,O073544,Changed Mind,18-03-2025
R04433,O073549,Changed Mind,20-04-2026
R04434,O073555,Late Delivery,15-05-2026
R04435,O073562,Late Delivery,14-06-2025
R04436,O073636,Quality Issue,01-11-2025
R04437,O073650,Damaged,15-12-2025
R04438,O073679,Size/Fit Issue,09-03-2025
R04439,O073705,Wrong Item,31-07-2025
R04440,O073712,Damaged,08-06-2025
R04441,O073744,Size/Fit Issue,27-06-2026
R04442,O073772,Changed Mind,07-01-2025
R04443,O073777,Size/Fit Issue,27-01-2026
R04444,O073794,Size/Fit Issue,15-03-2025
R04445,O073796,Size/Fit Issue,03-05-2026
R04446,O073817,Damaged,25-03-2025
R04447,O073818,Damaged,09-08-2026
R04448,O073863,Damaged,24-01-2026
R04449,O073879,Late Delivery,25-05-2026
R04450,O073881,Changed Mind,05-08-2025
R04451,O073946,Changed Mind,14-05-2025
R04452,O073957,Damaged,17-08-2025
R04453,O073966,Quality Issue,03-06-2025
R04454,O073968,Wrong Item,12-03-2026
R04455,O074037,Size/Fit Issue,09-05-2025
R04456,O074063,Size/Fit Issue,25-01-2025
R04457,O074075,Size/Fit Issue,24-05-2025
R04458,O074080,Size/Fit Issue,02-11-2025
R04459,O074083,Damaged,07-05-2026
R04460,O074088,Wrong Item,28-04-2025
R04461,O074095,Changed Mind,04-06-2026
R04462,O074129,Quality Issue,21-07-2026
R04463,O074140,Damaged,07-02-2026
R04464,O074142,Damaged,08-05-2026
R04465,O074181,Quality Issue,14-02-2025
R04466,O074211,Quality Issue,15-10-2025
R04467,O074226,Size/Fit Issue,22-10-2025
R04468,O074229,Changed Mind,04-04-2025
R04469,O074239,Wrong Item,02-11-2025
R04470,O074294,Quality Issue,04-03-2025
R04471,O074298,Size/Fit Issue,27-06-2025
R04472,O074304,Size/Fit Issue,14-07-2026
R04473,O074310,Wrong Item,06-02-2025
R04474,O074333,Size/Fit Issue,28-08-2025
R04475,O074339,Wrong Item,25-09-2025
R04476,O074340,Damaged,11-07-2025
R04477,O074365,Damaged,21-04-2025
R04478,O074391,Damaged,28-03-2026
R04479,O074394,Changed Mind,20-02-2026
R04480,O074420,Size/Fit Issue,04-08-2026
R04481,O074429,Size/Fit Issue,18-03-2026
R04482,O074470,Size/Fit Issue,14-08-2025
R04483,O074472,Damaged,28-09-2025
R04484,O074524,Damaged,14-01-2025
R04485,O074537,Late Delivery,16-04-2026
R04486,O074576,Size/Fit Issue,09-05-2026
R04487,O074581,Changed Mind,29-11-2025
R04488,O074620,Quality Issue,09-02-2025
R04489,O074632,Changed Mind,25-07-2026
R04490,O074711,Quality Issue,30-07-2026
R04491,O074729,Size/Fit Issue,05-02-2025
R04492,O074735,Quality Issue,31-01-2026
R04493,O074752,Changed Mind,04-03-2025
R04494,O074773,Wrong Item,25-08-2025
R04495,O074778,Size/Fit Issue,21-02-2025
R04496,O074781,Changed Mind,27-12-2025
R04497,O074782,Quality Issue,23-04-2025
R04498,O074792,Late Delivery,19-05-2025
R04499,O074817,Late Delivery,13-10-2025
R04500,O074820,Late Delivery,27-02-2026
R04501,O074840,Changed Mind,01-02-2026
R04502,O074854,Quality Issue,17-04-2026
R04503,O074875,Size/Fit Issue,18-02-2026
R04504,O074909,Quality Issue,21-01-2026
R04505,O074911,Late Delivery,25-04-2025
R04506,O074917,Size/Fit Issue,11-08-2025
R04507,O074929,Changed Mind,08-12-2025
R04508,O074933,Late Delivery,06-08-2026
R04509,O074940,Late Delivery,23-08-2025
R04510,O074987,Damaged,18-05-2026
R04511,O075016,Changed Mind,16-03-2025
R04512,O075029,Late Delivery,10-07-2025
R04513,O075043,Changed Mind,08-06-2025
R04514,O075044,Quality Issue,18-07-2025
R04515,O075046,Damaged,12-03-2026
R04516,O075048,Quality Issue,06-04-2025
R04517,O075060,Size/Fit Issue,27-09-2025
R04518,O075062,Late Delivery,28-02-2025
R04519,O075063,Changed Mind,24-09-2025
R04520,O075092,Damaged,12-05-2026
R04521,O075101,Damaged,28-10-2025
R04522,O075102,Quality Issue,04-06-2025
R04523,O075161,Damaged,13-04-2025
R04524,O075163,Size/Fit Issue,17-06-2025
R04525,O075174,Size/Fit Issue,10-06-2025
R04526,O075182,Size/Fit Issue,27-08-2026
R04527,O075188,Damaged,19-01-2026
R04528,O075193,Damaged,01-03-2026
R04529,O075197,Changed Mind,06-06-2025
R04530,O075211,Size/Fit Issue,12-02-2025
R04531,O075240,Late Delivery,10-06-2025
R04532,O075249,Size/Fit Issue,02-01-2026
R04533,O075278,Late Delivery,08-06-2025
R04534,O075305,Damaged,10-12-2025
R04535,O075317,Quality Issue,23-04-2026
R04536,O075323,Late Delivery,29-04-2025
R04537,O075334,Late Delivery,13-09-2025
R04538,O075335,Damaged,15-09-2025
R04539,O075357,Changed Mind,30-05-2025
R04540,O075364,Late Delivery,28-03-2025
R04541,O075379,Quality Issue,15-06-2026
R04542,O075401,Changed Mind,20-06-2026
R04543,O075403,Size/Fit Issue,08-02-2026
R04544,O075404,Changed Mind,02-05-2026
R04545,O075435,Damaged,14-06-2025
R04546,O075441,Wrong Item,28-07-2026
R04547,O075461,Wrong Item,20-06-2025
R04548,O075471,Size/Fit Issue,23-05-2025
R04549,O075491,Size/Fit Issue,13-07-2026
R04550,O075495,Damaged,05-01-2026
R04551,O075515,Damaged,23-10-2025
R04552,O075547,Quality Issue,22-07-2026
R04553,O075553,Size/Fit Issue,12-01-2025
R04554,O075597,Size/Fit Issue,21-05-2025
R04555,O075614,Changed Mind,10-05-2025
R04556,O075618,Damaged,11-02-2026
R04557,O075619,Size/Fit Issue,03-06-2025
R04558,O075623,Wrong Item,08-06-2025
R04559,O075647,Late Delivery,16-04-2025
R04560,O075668,Quality Issue,22-07-2025
R04561,O075686,Quality Issue,07-04-2025
R04562,O075688,Wrong Item,21-12-2025
R04563,O075698,Size/Fit Issue,28-04-2026
R04564,O075714,Late Delivery,29-07-2026
R04565,O075731,Late Delivery,13-04-2026
R04566,O075738,Quality Issue,08-02-2025
R04567,O075742,Changed Mind,13-08-2026
R04568,O075778,Quality Issue,01-07-2026
R04569,O075801,Changed Mind,24-05-2026
R04570,O075803,Late Delivery,03-12-2025
R04571,O075819,Changed Mind,27-10-2025
R04572,O075837,Size/Fit Issue,02-02-2026
R04573,O075840,Damaged,10-08-2025
R04574,O075890,Damaged,20-01-2025
R04575,O075891,Wrong Item,27-10-2025
R04576,O075918,Size/Fit Issue,24-01-2026
R04577,O075940,Size/Fit Issue,16-11-2025
R04578,O075997,Size/Fit Issue,10-03-2025
R04579,O076018,Quality Issue,14-01-2026
R04580,O076074,Size/Fit Issue,19-02-2026
R04581,O076094,Changed Mind,16-01-2025
R04582,O076156,Wrong Item,15-07-2026
R04583,O076162,Size/Fit Issue,06-05-2025
R04584,O076167,Size/Fit Issue,13-06-2026
R04585,O076182,Quality Issue,02-11-2025
R04586,O076262,Size/Fit Issue,10-10-2025
R04587,O076285,Size/Fit Issue,01-09-2026
R04588,O076306,Changed Mind,08-12-2025
R04589,O076315,Damaged,04-04-2025
R04590,O076345,Wrong Item,18-07-2026
R04591,O076359,Size/Fit Issue,09-06-2026
R04592,O076364,Late Delivery,04-03-2025
R04593,O076368,Quality Issue,05-05-2025
R04594,O076375,Size/Fit Issue,27-05-2025
R04595,O076382,Wrong Item,08-04-2025
R04596,O076400,Size/Fit Issue,05-05-2025
R04597,O076403,Wrong Item,21-06-2025
R04598,O076446,Wrong Item,01-06-2025
R04599,O076466,Changed Mind,10-05-2025
R04600,O076468,Damaged,27-07-2026
R04601,O076502,Changed Mind,13-07-2025
R04602,O076506,Quality Issue,07-06-2025
R04603,O076507,Late Delivery,06-08-2026
R04604,O076519,Size/Fit Issue,18-08-2025
R04605,O076535,Size/Fit Issue,04-12-2025
R04606,O076554,Quality Issue,24-07-2025
R04607,O076556,Late Delivery,01-06-2025
R04608,O076571,Quality Issue,02-08-2026
R04609,O076598,Damaged,30-08-2025
R04610,O076670,Changed Mind,12-05-2026
R04611,O076683,Wrong Item,20-08-2025
R04612,O076689,Quality Issue,06-12-2025
R04613,O076727,Changed Mind,02-01-2026
R04614,O076739,Wrong Item,05-09-2025
R04615,O076784,Size/Fit Issue,30-05-2025
R04616,O076785,Changed Mind,01-12-2025
R04617,O076793,Wrong Item,15-04-2026
R04618,O076830,Size/Fit Issue,15-05-2025
R04619,O076853,Changed Mind,22-07-2026
R04620,O076856,Late Delivery,07-08-2025
R04621,O076860,Damaged,27-04-2025
R04622,O076875,Changed Mind,15-03-2025
R04623,O076887,Quality Issue,19-04-2026
R04624,O076904,Wrong Item,22-07-2026
R04625,O076911,Quality Issue,27-02-2025
R04626,O076929,Damaged,15-10-2025
R04627,O076945,Quality Issue,16-09-2025
R04628,O076948,Damaged,03-02-2026
R04629,O076964,Size/Fit Issue,30-07-2025
R04630,O077002,Damaged,03-04-2026
R04631,O077012,Size/Fit Issue,23-07-2026
R04632,O077029,Wrong Item,02-12-2025
R04633,O077039,Damaged,07-02-2025
R04634,O077045,Damaged,13-09-2025
R04635,O077064,Late Delivery,07-08-2025
R04636,O077072,Damaged,21-08-2026
R04637,O077074,Wrong Item,11-04-2026
R04638,O077084,Damaged,16-05-2026
R04639,O077099,Quality Issue,11-07-2026
R04640,O077105,Changed Mind,27-01-2026
R04641,O077109,Late Delivery,02-02-2026
R04642,O077116,Size/Fit Issue,26-07-2026
R04643,O077128,Damaged,19-09-2025
R04644,O077141,Size/Fit Issue,20-03-2026
R04645,O077143,Late Delivery,11-01-2025
R04646,O077150,Size/Fit Issue,29-03-2026
R04647,O077151,Changed Mind,02-01-2026
R04648,O077188,Quality Issue,30-03-2025
R04649,O077196,Changed Mind,01-03-2026
R04650,O077212,Late Delivery,17-10-2025
R04651,O077243,Size/Fit Issue,17-07-2026
R04652,O077249,Damaged,12-05-2025
R04653,O077272,Wrong Item,06-10-2025
R04654,O077273,Wrong Item,16-05-2025
R04655,O077274,Quality Issue,20-05-2025
R04656,O077309,Size/Fit Issue,25-06-2025
R04657,O077330,Late Delivery,05-02-2025
R04658,O077340,Size/Fit Issue,09-01-2025
R04659,O077344,Size/Fit Issue,12-03-2025
R04660,O077354,Changed Mind,25-11-2025
R04661,O077357,Wrong Item,13-02-2026
R04662,O077398,Late Delivery,16-08-2026
R04663,O077412,Size/Fit Issue,17-12-2025
R04664,O077426,Late Delivery,23-05-2025
R04665,O077460,Quality Issue,08-02-2025
R04666,O077464,Damaged,03-10-2025
R04667,O077475,Size/Fit Issue,17-03-2025
R04668,O077495,Damaged,26-01-2025
R04669,O077512,Changed Mind,27-04-2025
R04670,O077525,Size/Fit Issue,10-03-2026
R04671,O077532,Wrong Item,09-05-2026
R04672,O077553,Quality Issue,18-12-2025
R04673,O077557,Size/Fit Issue,12-02-2026
R04674,O077575,Late Delivery,03-05-2026
R04675,O077580,Damaged,12-03-2025
R04676,O077584,Wrong Item,25-02-2025
R04677,O077631,Wrong Item,31-03-2026
R04678,O077667,Late Delivery,16-06-2026
R04679,O077669,Size/Fit Issue,03-05-2025
R04680,O077682,Size/Fit Issue,23-08-2025
R04681,O077740,Damaged,20-01-2026
R04682,O077747,Wrong Item,31-08-2026
R04683,O077822,Late Delivery,06-02-2026
R04684,O077829,Size/Fit Issue,27-07-2025
R04685,O077834,Damaged,07-09-2026
R04686,O077850,Damaged,27-05-2026
R04687,O077856,Damaged,11-06-2026
R04688,O077865,Size/Fit Issue,05-04-2025
R04689,O077873,Size/Fit Issue,12-12-2025
R04690,O077927,Changed Mind,16-11-2025
R04691,O077954,Changed Mind,14-04-2025
R04692,O078014,Size/Fit Issue,27-12-2025
R04693,O078025,Wrong Item,01-08-2026
R04694,O078035,Size/Fit Issue,31-03-2026
R04695,O078052,Quality Issue,24-10-2025
R04696,O078058,Damaged,20-04-2025
R04697,O078097,Late Delivery,19-06-2025
R04698,O078102,Late Delivery,29-04-2025
R04699,O078111,Damaged,17-01-2025
R04700,O078135,Late Delivery,09-09-2026
R04701,O078139,Quality Issue,22-06-2026
R04702,O078142,Wrong Item,30-03-2025
R04703,O078159,Wrong Item,06-03-2026
R04704,O078168,Damaged,16-06-2025
R04705,O078177,Changed Mind,03-10-2025
R04706,O078181,Damaged,10-03-2025
R04707,O078208,Damaged,26-07-2025
R04708,O078213,Late Delivery,29-03-2026
R04709,O078228,Quality Issue,05-07-2025
R04710,O078250,Late Delivery,24-06-2025
R04711,O078270,Damaged,17-03-2025
R04712,O078280,Size/Fit Issue,12-11-2025
R04713,O078370,Changed Mind,09-12-2025
R04714,O078379,Damaged,30-07-2025
R04715,O078410,Late Delivery,14-08-2026
R04716,O078461,Size/Fit Issue,14-07-2026
R04717,O078472,Wrong Item,12-03-2025
R04718,O078487,Changed Mind,01-09-2025
R04719,O078492,Changed Mind,27-02-2025
R04720,O078506,Wrong Item,13-11-2025
R04721,O078512,Damaged,08-05-2026
R04722,O078514,Late Delivery,02-02-2025
R04723,O078529,Changed Mind,16-08-2025
R04724,O078540,Size/Fit Issue,08-02-2025
R04725,O078564,Quality Issue,19-02-2025
R04726,O078566,Size/Fit Issue,06-12-2025
R04727,O078586,Size/Fit Issue,04-06-2025
R04728,O078617,Size/Fit Issue,29-08-2026
R04729,O078658,Damaged,28-04-2026
R04730,O078661,Size/Fit Issue,15-03-2026
R04731,O078670,Changed Mind,24-03-2026
R04732,O078718,Size/Fit Issue,21-04-2025
R04733,O078719,Quality Issue,04-08-2025
R04734,O078726,Late Delivery,21-02-2026
R04735,O078733,Size/Fit Issue,16-01-2025
R04736,O078736,Damaged,24-05-2026
R04737,O078779,Wrong Item,25-02-2025
R04738,O078795,Changed Mind,11-02-2026
R04739,O078812,Late Delivery,11-05-2026
R04740,O078826,Damaged,21-07-2026
R04741,O078863,Changed Mind,28-04-2025
R04742,O078882,Size/Fit Issue,19-12-2025
R04743,O078902,Size/Fit Issue,05-04-2025
R04744,O078919,Quality Issue,04-05-2026
R04745,O078924,Damaged,08-02-2026
R04746,O078935,Damaged,07-04-2026
R04747,O078954,Damaged,14-10-2025
R04748,O078992,Late Delivery,17-04-2025
R04749,O079008,Late Delivery,28-01-2025
R04750,O079009,Damaged,20-08-2026
R04751,O079048,Damaged,01-01-2026
R04752,O079075,Quality Issue,29-09-2025
R04753,O079076,Wrong Item,03-07-2025
R04754,O079077,Size/Fit Issue,13-03-2025
R04755,O079078,Size/Fit Issue,19-04-2026
R04756,O079081,Damaged,02-01-2026
R04757,O079103,Wrong Item,07-02-2026
R04758,O079113,Quality Issue,22-03-2025
R04759,O079156,Quality Issue,07-09-2025
R04760,O079161,Quality Issue,04-11-2025
R04761,O079163,Quality Issue,01-02-2026
R04762,O079167,Size/Fit Issue,14-10-2025
R04763,O079168,Late Delivery,10-06-2025
R04764,O079177,Damaged,08-09-2026
R04765,O079222,Size/Fit Issue,25-08-2025
R04766,O079226,Wrong Item,16-10-2025
R04767,O079252,Wrong Item,04-05-2026
R04768,O079273,Quality Issue,23-09-2025
R04769,O079283,Damaged,09-04-2026
R04770,O079340,Wrong Item,24-03-2025
R04771,O079343,Quality Issue,05-10-2025
R04772,O079353,Size/Fit Issue,18-05-2026
R04773,O079360,Size/Fit Issue,26-05-2026
R04774,O079369,Late Delivery,24-03-2026
R04775,O079379,Size/Fit Issue,21-07-2025
R04776,O079380,Size/Fit Issue,18-04-2026
R04777,O079441,Damaged,23-02-2025
R04778,O079461,Quality Issue,29-08-2025
R04779,O079464,Wrong Item,11-01-2026
R04780,O079479,Changed Mind,28-02-2026
R04781,O079513,Late Delivery,11-03-2026
R04782,O079532,Changed Mind,03-06-2025
R04783,O079535,Late Delivery,15-11-2025
R04784,O079603,Wrong Item,10-07-2026
R04785,O079613,Late Delivery,20-02-2026
R04786,O079616,Late Delivery,02-06-2025
R04787,O079642,Size/Fit Issue,14-08-2026
R04788,O079664,Wrong Item,06-04-2025
R04789,O079708,Damaged,08-04-2026
R04790,O079716,Changed Mind,05-07-2026
R04791,O079742,Size/Fit Issue,10-12-2025
R04792,O079765,Quality Issue,27-06-2025
R04793,O079789,Wrong Item,31-08-2026
R04794,O079800,Wrong Item,15-03-2026
R04795,O079840,Size/Fit Issue,05-09-2026
R04796,O079853,Wrong Item,28-10-2025
R04797,O079870,Size/Fit Issue,11-04-2026
R04798,O079880,Wrong Item,15-03-2025
R04799,O079916,Wrong Item,07-04-2025
R04800,O079929,Wrong Item,11-06-2025
R04801,O079944,Damaged,03-01-2026
R04802,O079951,Size/Fit Issue,02-08-2025
R04803,O079953,Changed Mind,13-10-2025
R04804,O079955,Damaged,26-07-2026
R04805,O079982,Wrong Item,15-04-2025
R04806,O080000,Quality Issue,26-06-2025
R04807,O080015,Quality Issue,03-05-2026
R04808,O080025,Late Delivery,13-11-2025
R04809,O080030,Quality Issue,27-03-2025
R04810,O080032,Quality Issue,08-09-2025
R04811,O080050,Wrong Item,28-07-2025
R04812,O080085,Quality Issue,21-05-2025
R04813,O080164,Late Delivery,11-08-2025
R04814,O080165,Late Delivery,31-07-2025
R04815,O080196,Quality Issue,08-02-2026
R04816,O080254,Late Delivery,24-07-2026
R04817,O080272,Quality Issue,22-10-2025
R04818,O080332,Size/Fit Issue,14-03-2025
R04819,O080334,Size/Fit Issue,08-10-2025
R04820,O080356,Quality Issue,24-12-2025
R04821,O080361,Damaged,23-01-2026
R04822,O080433,Late Delivery,22-05-2025
R04823,O080460,Late Delivery,02-06-2026
R04824,O080477,Late Delivery,22-02-2026
R04825,O080502,Late Delivery,14-08-2025
R04826,O080509,Size/Fit Issue,12-03-2026
R04827,O080530,Wrong Item,12-08-2026
R04828,O080545,Quality Issue,06-07-2026
R04829,O080573,Wrong Item,19-01-2025
R04830,O080582,Damaged,04-08-2026
R04831,O080586,Quality Issue,18-05-2025
R04832,O080596,Size/Fit Issue,22-04-2026
R04833,O080605,Late Delivery,17-12-2025
R04834,O080651,Quality Issue,06-10-2025
R04835,O080685,Damaged,27-03-2025
R04836,O080688,Size/Fit Issue,14-11-2025
R04837,O080704,Late Delivery,22-09-2025
R04838,O080719,Wrong Item,14-06-2025
R04839,O080743,Late Delivery,05-09-2026
R04840,O080755,Size/Fit Issue,21-07-2026
R04841,O080779,Late Delivery,20-12-2025
R04842,O080782,Size/Fit Issue,18-02-2025
R04843,O080815,Size/Fit Issue,14-05-2025
R04844,O080845,Wrong Item,19-05-2026
R04845,O080868,Changed Mind,19-04-2026
R04846,O080870,Quality Issue,01-01-2026
R04847,O080912,Size/Fit Issue,26-06-2026
R04848,O080943,Size/Fit Issue,27-07-2026
R04849,O080950,Quality Issue,06-08-2025
R04850,O080984,Quality Issue,18-04-2026
R04851,O081005,Damaged,15-02-2025
R04852,O081023,Size/Fit Issue,07-02-2025
R04853,O081027,Size/Fit Issue,12-06-2025
R04854,O081028,Quality Issue,03-11-2025
R04855,O081031,Size/Fit Issue,05-08-2026
R04856,O081034,Damaged,29-05-2026
R04857,O081036,Quality Issue,29-01-2026
R04858,O081037,Late Delivery,20-04-2025
R04859,O081040,Damaged,14-06-2026
R04860,O081045,Size/Fit Issue,15-09-2025
R04861,O081066,Quality Issue,21-01-2025
R04862,O081084,Late Delivery,09-04-2026
R04863,O081091,Changed Mind,29-08-2026
R04864,O081142,Size/Fit Issue,16-12-2025
R04865,O081162,Size/Fit Issue,23-02-2025
R04866,O081187,Late Delivery,20-01-2026
R04867,O081201,Wrong Item,13-08-2026
R04868,O081225,Size/Fit Issue,18-07-2026
R04869,O081266,Size/Fit Issue,12-12-2025
R04870,O081269,Late Delivery,12-11-2025
R04871,O081280,Changed Mind,23-11-2025
R04872,O081302,Changed Mind,16-02-2025
R04873,O081322,Size/Fit Issue,08-08-2025
R04874,O081325,Damaged,26-08-2025
R04875,O081332,Wrong Item,20-02-2026
R04876,O081334,Late Delivery,18-03-2026
R04877,O081343,Size/Fit Issue,27-06-2026
R04878,O081355,Quality Issue,26-04-2025
R04879,O081378,Quality Issue,06-11-2025
R04880,O081385,Size/Fit Issue,22-07-2025
R04881,O081404,Wrong Item,31-01-2025
R04882,O081424,Wrong Item,23-06-2025
R04883,O081440,Damaged,15-03-2025
R04884,O081463,Late Delivery,24-03-2025
R04885,O081481,Quality Issue,14-03-2025
R04886,O081493,Size/Fit Issue,06-06-2025
R04887,O081507,Size/Fit Issue,02-03-2026
R04888,O081517,Changed Mind,17-10-2025
R04889,O081518,Late Delivery,16-07-2025
R04890,O081521,Size/Fit Issue,15-05-2025
R04891,O081526,Damaged,16-01-2026
R04892,O081549,Size/Fit Issue,06-06-2026
R04893,O081579,Size/Fit Issue,20-06-2026
R04894,O081580,Wrong Item,20-12-2025
R04895,O081583,Wrong Item,18-04-2026
R04896,O081585,Late Delivery,15-08-2025
R04897,O081593,Quality Issue,04-04-2025
R04898,O081595,Damaged,26-04-2025
R04899,O081613,Changed Mind,14-08-2026
R04900,O081637,Wrong Item,05-03-2025
R04901,O081671,Changed Mind,02-04-2025
R04902,O081684,Changed Mind,10-08-2025
R04903,O081687,Quality Issue,12-02-2026
R04904,O081701,Wrong Item,28-06-2025
R04905,O081723,Quality Issue,21-06-2026
R04906,O081734,Size/Fit Issue,18-05-2025
R04907,O081746,Changed Mind,23-02-2025
R04908,O081773,Wrong Item,04-06-2026
R04909,O081797,Quality Issue,15-05-2026
R04910,O081801,Size/Fit Issue,14-04-2025
R04911,O081808,Damaged,01-05-2025
R04912,O081825,Quality Issue,19-01-2026
R04913,O081826,Changed Mind,31-05-2025
R04914,O081836,Changed Mind,24-02-2025
R04915,O081868,Size/Fit Issue,13-03-2025
R04916,O081882,Changed Mind,02-04-2025
R04917,O081946,Damaged,29-12-2025
R04918,O081950,Changed Mind,12-02-2026
R04919,O081967,Late Delivery,16-12-2025
R04920,O081993,Size/Fit Issue,15-08-2026
R04921,O081999,Late Delivery,24-03-2026
R04922,O082010,Size/Fit Issue,21-02-2026
R04923,O082029,Quality Issue,30-03-2025
R04924,O082040,Damaged,21-07-2025
R04925,O082052,Size/Fit Issue,03-06-2025
R04926,O082062,Changed Mind,14-02-2026
R04927,O082073,Quality Issue,21-10-2025
R04928,O082076,Late Delivery,14-11-2025
R04929,O082079,Late Delivery,21-01-2025
R04930,O082084,Late Delivery,21-06-2026
R04931,O082092,Wrong Item,24-03-2025
R04932,O082093,Damaged,29-07-2026
R04933,O082119,Damaged,14-11-2025
R04934,O082135,Damaged,01-04-2026
R04935,O082170,Changed Mind,09-02-2025
R04936,O082191,Quality Issue,10-03-2025
R04937,O082197,Size/Fit Issue,22-01-2026
R04938,O082225,Size/Fit Issue,15-09-2025
R04939,O082277,Quality Issue,13-07-2026
R04940,O082292,Size/Fit Issue,21-07-2026
R04941,O082294,Damaged,24-02-2025
R04942,O082301,Size/Fit Issue,09-08-2026
R04943,O082315,Wrong Item,25-05-2025
R04944,O082325,Changed Mind,21-06-2026
R04945,O082328,Quality Issue,20-06-2025
R04946,O082331,Changed Mind,19-08-2025
R04947,O082333,Size/Fit Issue,22-11-2025
R04948,O082341,Size/Fit Issue,17-04-2025
R04949,O082346,Damaged,06-10-2025
R04950,O082349,Damaged,10-01-2025
R04951,O082371,Quality Issue,21-06-2025
R04952,O082404,Wrong Item,20-08-2025
R04953,O082407,Damaged,01-11-2025
R04954,O082410,Late Delivery,30-04-2026
R04955,O082447,Wrong Item,23-02-2026
R04956,O082465,Late Delivery,17-12-2025
R04957,O082474,Late Delivery,18-04-2026
R04958,O082478,Size/Fit Issue,04-07-2026
R04959,O082510,Size/Fit Issue,04-09-2025
R04960,O082524,Changed Mind,24-06-2025
R04961,O082541,Quality Issue,03-03-2026
R04962,O082548,Damaged,28-12-2025
R04963,O082557,Size/Fit Issue,03-05-2026
R04964,O082566,Late Delivery,06-02-2025
R04965,O082584,Size/Fit Issue,10-02-2026
R04966,O082603,Size/Fit Issue,30-03-2025
R04967,O082605,Quality Issue,02-01-2026
R04968,O082627,Quality Issue,21-06-2026
R04969,O082689,Wrong Item,29-11-2025
R04970,O082704,Size/Fit Issue,10-03-2025
R04971,O082721,Quality Issue,01-05-2025
R04972,O082738,Quality Issue,08-05-2026
R04973,O082744,Damaged,16-04-2026
R04974,O082751,Size/Fit Issue,26-08-2026
R04975,O082757,Size/Fit Issue,28-10-2025
R04976,O082764,Size/Fit Issue,28-04-2025
R04977,O082768,Size/Fit Issue,20-12-2025
R04978,O082821,Damaged,08-05-2026
R04979,O082823,Late Delivery,26-01-2026
R04980,O082838,Damaged,25-07-2025
R04981,O082886,Size/Fit Issue,17-06-2026
R04982,O082887,Quality Issue,28-11-2025
R04983,O082944,Quality Issue,17-07-2025
R04984,O082974,Late Delivery,13-02-2025
R04985,O082988,Quality Issue,13-06-2025
R04986,O082999,Late Delivery,02-08-2026
R04987,O083027,Late Delivery,29-04-2026
R04988,O083047,Size/Fit Issue,08-01-2026
R04989,O083050,Changed Mind,27-04-2025
R04990,O083056,Size/Fit Issue,26-04-2025
R04991,O083067,Size/Fit Issue,09-11-2025
R04992,O083078,Size/Fit Issue,07-02-2026
R04993,O083096,Quality Issue,14-11-2025
R04994,O083111,Late Delivery,07-12-2025
R04995,O083125,Wrong Item,25-03-2026
R04996,O083129,Wrong Item,28-12-2025
R04997,O083135,Changed Mind,03-10-2025
R04998,O083141,Damaged,21-07-2025
R04999,O083146,Size/Fit Issue,11-02-2025
R05000,O083159,Late Delivery,30-10-2025
R05001,O083161,Wrong Item,19-09-2025
R05002,O083175,Changed Mind,11-08-2026
R05003,O083190,Size/Fit Issue,11-08-2026
R05004,O083201,Damaged,22-06-2026
R05005,O083204,Quality Issue,08-02-2025
R05006,O083218,Changed Mind,07-07-2025
R05007,O083224,Quality Issue,17-05-2026
R05008,O083228,Damaged,04-01-2026
R05009,O083238,Late Delivery,24-04-2025
R05010,O083253,Quality Issue,11-03-2025
R05011,O083256,Size/Fit Issue,11-05-2026
R05012,O083262,Size/Fit Issue,05-05-2025
R05013,O083272,Size/Fit Issue,12-02-2025
R05014,O083310,Wrong Item,29-07-2025
R05015,O083317,Size/Fit Issue,23-03-2026
R05016,O083318,Late Delivery,06-03-2026
R05017,O083327,Late Delivery,24-03-2025
R05018,O083331,Damaged,17-08-2026
R05019,O083340,Quality Issue,20-02-2026
R05020,O083362,Late Delivery,09-09-2025
R05021,O083364,Late Delivery,15-12-2025
R05022,O083405,Size/Fit Issue,21-08-2025
R05023,O083411,Wrong Item,28-04-2025
R05024,O083419,Changed Mind,27-05-2025
