order_id,expected_delivery_date,actual_delivery_date,delivery_days,delivery_status,,,
O094086,20-07-2025,20-07-2025,2,On Time,,,
O094087,29-03-2025,29-03-2025,5,On Time,,,
O094088,21-06-2026,21-06-2026,5,On Time,,,
O094089,23-08-2025,23-08-2025,1,On Time,,,
O094090,15-02-2025,15-02-2025,2,On Time,,,
O094091,14-06-2025,14-06-2025,6,On Time,,,
O094092,09-04-2026,09-04-2026,6,On Time,,,
O094093,09-07-2026,09-07-2026,7,On Time,,,
O094094,19-05-2026,19-05-2026,3,On Time,,,
O094095,18-03-2026,18-03-2026,5,Not Shipped,,,
O094096,19-04-2025,19-04-2025,6,Not Shipped,,,
O094097,23-02-2025,23-02-2025,5,On Time,,,
O094098,23-01-2025,23-01-2025,5,On Time,,,
O094099,27-02-2025,27-02-2025,4,On Time,,,
O094100,28-01-2026,28-01-2026,2,On Time,,,
O094101,06-05-2025,06-05-2025,4,On Time,,,
O094102,31-05-2025,01-06-2025,5,Late,,,
O094103,28-07-2025,28-07-2025,5,On Time,,,
O094104,12-08-2026,12-08-2026,6,On Time,,,
O094105,15-08-2026,15-08-2026,4,On Time,,,
O094106,01-07-2026,04-07-2026,7,Late,,,
O094107,23-04-2026,23-04-2026,6,On Time,,,
O094108,09-03-2025,09-03-2025,1,On Time,,,
O094109,06-05-2025,06-05-2025,7,On Time,,,
O094110,10-05-2026,10-05-2026,3,On Time,,,
O094111,28-02-2026,28-02-2026,6,On Time,,,
O094112,27-11-2025,27-11-2025,6,On Time,,,
O094113,04-02-2025,04-02-2025,3,On Time,,,
O094114,31-12-2025,02-01-2026,9,Late,,,
O094115,24-05-2025,24-05-2025,5,On Time,,,
O094116,07-05-2025,07-05-2025,8,On Time,,,
O094117,25-01-2025,25-01-2025,2,On Time,,,
O094118,24-07-2025,24-07-2025,1,On Time,,,
O094119,31-03-2025,31-03-2025,3,On Time,,,
O094120,31-07-2026,31-07-2026,3,On Time,,,
O094121,26-08-2026,26-08-2026,2,On Time,,,
O094122,24-12-2025,24-12-2025,8,On Time,,,
O094123,24-11-2025,24-11-2025,1,On Time,,,
O094124,25-03-2025,25-03-2025,7,On Time,,,
O094125,22-12-2025,27-12-2025,7,Late,,,
O094126,19-06-2026,19-06-2026,5,Not Shipped,,,
O094127,16-10-2025,16-10-2025,6,On Time,,,
O094128,15-07-2025,15-07-2025,4,On Time,,,
O094129,27-12-2025,27-12-2025,3,On Time,,,
O094130,18-03-2025,18-03-2025,7,On Time,,,
O094131,10-09-2025,10-09-2025,1,On Time,,,
O094132,01-04-2025,05-04-2025,6,Late,,,
O094133,29-01-2025,29-01-2025,3,On Time,,,
O094134,09-04-2025,10-04-2025,2,Not Shipped,,,
O094135,08-05-2026,08-05-2026,8,On Time,,,
O094136,22-10-2025,22-10-2025,2,On Time,,,
O094137,03-12-2025,07-12-2025,6,Late,,,
O094138,08-02-2026,08-02-2026,6,Not Shipped,,,
O094139,09-03-2025,12-03-2025,9,Not Shipped,,,
O094140,13-04-2026,13-04-2026,4,On Time,,,
O094141,04-12-2025,04-12-2025,5,On Time,,,
O094142,16-12-2025,16-12-2025,2,On Time,,,
O094143,31-10-2025,31-10-2025,8,On Time,,,
O094144,02-06-2025,05-06-2025,5,Late,,,
O094145,23-06-2025,23-06-2025,2,On Time,,,
O094146,30-08-2026,30-08-2026,3,On Time,,,
O094147,09-08-2026,09-08-2026,8,On Time,,,
O094148,04-04-2025,04-04-2025,6,On Time,,,
O094149,21-05-2025,21-05-2025,4,On Time,,,
O094150,15-03-2025,15-03-2025,5,On Time,,,
O094151,13-01-2025,16-01-2025,9,Late,,,
O094152,07-02-2025,07-02-2025,1,On Time,,,
O094153,25-06-2025,25-06-2025,1,On Time,,,
O094154,10-02-2026,10-02-2026,6,On Time,,,
O094155,02-02-2025,07-02-2025,9,Late,,,
O094156,27-01-2026,01-02-2026,13,Late,,,
O094157,26-03-2026,26-03-2026,1,On Time,,,
O094158,09-07-2026,09-07-2026,7,On Time,,,
O094159,13-10-2025,13-10-2025,3,On Time,,,
O094160,30-08-2025,30-08-2025,5,On Time,,,
O094161,28-02-2026,02-03-2026,4,Late,,,
O094162,11-08-2026,12-08-2026,4,Late,,,
O094163,23-02-2026,23-02-2026,7,On Time,,,
O094164,03-05-2026,08-05-2026,7,Late,,,
O094165,28-05-2026,31-05-2026,5,Late,,,
O094166,18-06-2026,18-06-2026,2,On Time,,,
O094167,26-10-2025,26-10-2025,8,On Time,,,
O094168,27-12-2025,27-12-2025,3,On Time,,,
O094169,10-05-2025,10-05-2025,6,On Time,,,
O094170,14-06-2025,14-06-2025,1,On Time,,,
O094171,01-10-2025,01-10-2025,6,On Time,,,
O094172,05-11-2025,06-11-2025,9,Late,,,
O094173,23-07-2026,23-07-2026,2,On Time,,,
O094174,15-12-2025,15-12-2025,5,On Time,,,
O094175,27-01-2026,31-01-2026,5,Late,,,
O094176,24-02-2026,24-02-2026,6,On Time,,,
O094177,14-04-2025,14-04-2025,5,On Time,,,
O094178,22-04-2025,22-04-2025,3,On Time,,,
O094179,11-03-2025,11-03-2025,4,On Time,,,
O094180,13-12-2025,13-12-2025,3,On Time,,,
O094181,23-12-2025,23-12-2025,4,On Time,,,
O094182,04-11-2025,04-11-2025,8,On Time,,,
O094183,08-04-2025,08-04-2025,3,On Time,,,
O094184,05-05-2026,05-05-2026,5,On Time,,,
O094185,30-11-2025,30-11-2025,5,On Time,,,
O094186,21-03-2026,21-03-2026,5,On Time,,,
O094187,14-04-2026,14-04-2026,3,On Time,,,
O094188,07-05-2025,07-05-2025,7,On Time,,,
O094189,22-03-2025,22-03-2025,7,On Time,,,
O094190,06-05-2025,06-05-2025,3,On Time,,,
O094191,23-12-2025,23-12-2025,3,On Time,,,
O094192,04-03-2026,04-03-2026,8,On Time,,,
O094193,11-03-2025,15-03-2025,7,Late,,,
O094194,07-08-2025,07-08-2025,2,On Time,,,
O094195,28-05-2025,28-05-2025,4,On Time,,,
O094196,25-02-2025,25-02-2025,8,Not Shipped,,,
O094197,09-05-2025,09-05-2025,4,On Time,,,
O094198,15-04-2025,15-04-2025,6,On Time,,,
O094199,24-09-2025,24-09-2025,7,On Time,,,
O094200,09-07-2025,09-07-2025,2,On Time,,,
O094201,07-08-2026,07-08-2026,4,On Time,,,
O094202,27-11-2025,27-11-2025,6,On Time,,,
O094203,03-02-2025,03-02-2025,5,On Time,,,
O094204,11-03-2026,11-03-2026,8,On Time,,,
O094205,27-01-2025,27-01-2025,5,On Time,,,
O094206,06-03-2026,08-03-2026,9,Late,,,
O094207,25-01-2026,25-01-2026,2,On Time,,,
O094208,24-09-2025,28-09-2025,6,Late,,,
O094209,12-08-2025,12-08-2025,7,On Time,,,
O094210,17-09-2025,17-09-2025,6,On Time,,,
O094211,20-02-2026,20-02-2026,2,On Time,,,
O094212,10-06-2025,10-06-2025,5,On Time,,,
O094213,15-11-2025,15-11-2025,5,On Time,,,
O094214,31-08-2026,31-08-2026,7,On Time,,,
O094215,06-03-2025,11-03-2025,7,Late,,,
O094216,25-05-2026,25-05-2026,6,On Time,,,
O094217,24-09-2025,24-09-2025,6,On Time,,,
O094218,26-07-2025,26-07-2025,6,On Time,,,
O094219,06-12-2025,08-12-2025,8,Late,,,
O094220,21-02-2025,21-02-2025,5,On Time,,,
O094221,19-02-2025,19-02-2025,6,On Time,,,
O094222,16-08-2025,16-08-2025,6,On Time,,,
O094223,27-01-2025,27-01-2025,8,On Time,,,
O094224,09-10-2025,09-10-2025,5,On Time,,,
O094225,03-05-2025,03-05-2025,8,On Time,,,
O094226,20-08-2025,20-08-2025,8,On Time,,,
O094227,18-10-2025,18-10-2025,7,On Time,,,
O094228,14-02-2026,14-02-2026,4,On Time,,,
O094229,05-07-2026,05-07-2026,3,On Time,,,
O094230,03-04-2025,03-04-2025,7,On Time,,,
O094231,25-03-2025,26-03-2025,5,Late,,,
O094232,22-08-2026,22-08-2026,1,On Time,,,
O094233,31-08-2026,05-09-2026,12,Late,,,
O094234,23-05-2026,23-05-2026,3,On Time,,,
O094235,30-08-2026,30-08-2026,4,On Time,,,
O094236,27-12-2025,27-12-2025,1,On Time,,,
O094237,02-05-2025,02-05-2025,7,On Time,,,
O094238,25-03-2025,25-03-2025,4,On Time,,,
O094239,03-05-2025,03-05-2025,5,On Time,,,
O094240,26-12-2025,30-12-2025,11,Late,,,
O094241,16-02-2025,21-02-2025,7,Late,,,
O094242,03-05-2026,03-05-2026,3,On Time,,,
O094243,12-01-2026,12-01-2026,6,On Time,,,
O094244,27-03-2026,27-03-2026,7,On Time,,,
O094245,17-09-2025,21-09-2025,9,Not Shipped,,,
O094246,28-08-2026,28-08-2026,5,On Time,,,
O094247,30-06-2025,30-06-2025,7,On Time,,,
O094248,01-03-2026,01-03-2026,8,On Time,,,
O094249,14-06-2026,14-06-2026,2,On Time,,,
O094250,28-01-2025,01-02-2025,11,Late,,,
O094251,20-05-2026,20-05-2026,7,On Time,,,
O094252,27-05-2026,27-05-2026,5,On Time,,,
O094253,24-07-2025,24-07-2025,4,On Time,,,
O094254,11-07-2026,11-07-2026,4,On Time,,,
O094255,28-08-2025,31-08-2025,10,Late,,,
O094256,07-02-2026,07-02-2026,1,On Time,,,
O094257,13-08-2026,13-08-2026,3,On Time,,,
O094258,31-01-2025,31-01-2025,7,On Time,,,
O094259,26-05-2026,26-05-2026,5,On Time,,,
O094260,09-08-2026,09-08-2026,7,On Time,,,
O094261,27-12-2025,27-12-2025,5,Not Shipped,,,
O094262,25-02-2026,25-02-2026,2,On Time,,,
O094263,06-03-2025,06-03-2025,6,Not Shipped,,,
O094264,01-02-2025,01-02-2025,6,On Time,,,
O094265,05-02-2026,05-02-2026,4,On Time,,,
O094266,21-04-2026,21-04-2026,4,On Time,,,
O094267,02-01-2026,02-01-2026,4,On Time,,,
O094268,03-03-2026,03-03-2026,8,On Time,,,
O094269,04-01-2025,04-01-2025,2,On Time,,,
O094270,19-06-2026,19-06-2026,8,On Time,,,
O094271,04-09-2025,06-09-2025,6,Late,,,
O094272,18-08-2025,18-08-2025,4,On Time,,,
O094273,23-01-2026,23-01-2026,3,On Time,,,
O094274,13-06-2026,13-06-2026,7,On Time,,,
O094275,23-12-2025,23-12-2025,6,On Time,,,
O094276,13-07-2026,13-07-2026,4,On Time,,,
O094277,06-12-2025,09-12-2025,5,Late,,,
O094278,09-01-2026,09-01-2026,8,On Time,,,
O094279,28-02-2025,04-03-2025,9,Late,,,
O094280,28-06-2026,28-06-2026,8,On Time,,,
O094281,23-12-2025,23-12-2025,4,On Time,,,
O094282,29-03-2025,29-03-2025,4,On Time,,,
O094283,03-04-2025,03-04-2025,7,On Time,,,
O094284,27-08-2025,27-08-2025,1,On Time,,,
O094285,30-05-2025,30-05-2025,6,On Time,,,
O094286,07-12-2025,07-12-2025,2,On Time,,,
O094287,20-06-2026,20-06-2026,7,On Time,,,
O094288,18-12-2025,18-12-2025,6,On Time,,,
O094289,05-04-2025,05-04-2025,6,On Time,,,
O094290,08-05-2025,08-05-2025,8,On Time,,,
O094291,14-02-2025,14-02-2025,5,On Time,,,
O094292,19-03-2026,19-03-2026,3,On Time,,,
O094293,24-01-2026,24-01-2026,7,On Time,,,
O094294,24-05-2026,24-05-2026,3,On Time,,,
O094295,06-05-2026,07-05-2026,9,Late,,,
O094296,01-02-2026,01-02-2026,2,On Time,,,
O094297,03-09-2025,03-09-2025,8,On Time,,,
O094298,24-08-2025,28-08-2025,7,Late,,,
O094299,16-07-2026,16-07-2026,2,On Time,,,
O094300,18-03-2026,18-03-2026,8,On Time,,,
O094301,03-04-2025,03-04-2025,6,On Time,,,
O094302,15-12-2025,15-12-2025,4,On Time,,,
O094303,26-06-2025,26-06-2025,5,On Time,,,
O094304,29-04-2026,03-05-2026,11,Late,,,
O094305,11-09-2025,11-09-2025,5,On Time,,,
O094306,24-02-2025,25-02-2025,8,Late,,,
O094307,02-05-2025,02-05-2025,4,On Time,,,
O094308,15-04-2026,15-04-2026,8,On Time,,,
O094309,31-05-2025,01-06-2025,2,Late,,,
O094310,19-10-2025,19-10-2025,8,On Time,,,
O094311,04-05-2026,04-05-2026,4,Not Shipped,,,
O094312,02-11-2025,06-11-2025,7,Late,,,
O094313,01-10-2025,01-10-2025,7,On Time,,,
O094314,03-03-2025,03-03-2025,6,On Time,,,
O094315,10-01-2025,10-01-2025,6,On Time,,,
O094316,24-01-2026,24-01-2026,5,On Time,,,
O094317,07-05-2025,07-05-2025,2,On Time,,,
O094318,10-04-2025,10-04-2025,4,On Time,,,
O094319,13-07-2026,13-07-2026,5,On Time,,,
O094320,12-07-2026,12-07-2026,1,On Time,,,
O094321,08-04-2026,09-04-2026,2,Not Shipped,,,
O094322,07-07-2026,07-07-2026,7,On Time,,,
O094323,22-04-2026,22-04-2026,3,On Time,,,
O094324,13-07-2025,13-07-2025,1,On Time,,,
O094325,26-10-2025,26-10-2025,2,On Time,,,
O094326,20-05-2025,20-05-2025,6,On Time,,,
O094327,08-10-2025,08-10-2025,8,On Time,,,
O094328,14-01-2025,14-01-2025,3,On Time,,,
O094329,07-04-2026,07-04-2026,6,Not Shipped,,,
O094330,13-12-2025,13-12-2025,6,On Time,,,
O094331,25-12-2025,25-12-2025,7,On Time,,,
O094332,23-06-2026,23-06-2026,8,On Time,,,
O094333,11-05-2026,11-05-2026,2,On Time,,,
O094334,02-02-2025,02-02-2025,1,On Time,,,
O094335,19-07-2026,19-07-2026,3,On Time,,,
O094336,09-04-2025,09-04-2025,7,On Time,,,
O094337,12-04-2026,12-04-2026,1,On Time,,,
O094338,18-06-2026,18-06-2026,8,On Time,,,
O094339,15-05-2026,15-05-2026,8,On Time,,,
O094340,29-05-2026,03-06-2026,13,Late,,,
O094341,07-08-2026,07-08-2026,1,On Time,,,
O094342,19-07-2026,19-07-2026,3,On Time,,,
O094343,26-04-2026,26-04-2026,3,On Time,,,
O094344,02-05-2026,02-05-2026,3,On Time,,,
O094345,04-07-2025,08-07-2025,5,Late,,,
O094346,23-04-2025,27-04-2025,12,Late,,,
O094347,05-05-2026,05-05-2026,5,Not Shipped,,,
O094348,05-07-2026,05-07-2026,6,On Time,,,
O094349,20-02-2026,20-02-2026,3,On Time,,,
O094350,14-03-2025,14-03-2025,4,On Time,,,
O094351,12-07-2026,12-07-2026,7,On Time,,,
O094352,28-05-2025,28-05-2025,8,On Time,,,
O094353,21-09-2025,21-09-2025,7,On Time,,,
O094354,13-02-2025,13-02-2025,3,On Time,,,
O094355,21-06-2026,21-06-2026,3,On Time,,,
O094356,11-04-2025,11-04-2025,4,On Time,,,
O094357,29-08-2025,29-08-2025,4,On Time,,,
O094358,07-04-2026,07-04-2026,2,On Time,,,
O094359,16-01-2026,16-01-2026,3,On Time,,,
O094360,03-05-2025,03-05-2025,3,On Time,,,
O094361,29-06-2026,29-06-2026,6,On Time,,,
O094362,13-10-2025,13-10-2025,7,On Time,,,
O094363,27-07-2026,27-07-2026,6,On Time,,,
O094364,02-11-2025,02-11-2025,4,On Time,,,
O094365,13-11-2025,13-11-2025,5,On Time,,,
O094366,15-01-2026,15-01-2026,6,On Time,,,
O094367,08-08-2025,13-08-2025,13,Late,,,
O094368,21-07-2026,21-07-2026,8,On Time,,,
O094369,19-04-2026,19-04-2026,1,On Time,,,
O094370,16-02-2026,16-02-2026,5,On Time,,,
O094371,08-03-2025,08-03-2025,7,On Time,,,
O094372,16-07-2026,16-07-2026,1,On Time,,,
O094373,31-05-2026,31-05-2026,7,Not Shipped,,,
O094374,06-06-2025,06-06-2025,8,On Time,,,
O094375,20-03-2026,21-03-2026,2,Late,,,
O094376,21-05-2026,21-05-2026,7,On Time,,,
O094377,16-04-2025,20-04-2025,11,Late,,,
O094378,27-02-2026,27-02-2026,6,On Time,,,
O094379,21-03-2025,21-03-2025,8,On Time,,,
O094380,03-05-2026,03-05-2026,4,On Time,,,
O094381,18-10-2025,18-10-2025,6,On Time,,,
O094382,19-08-2026,20-08-2026,6,Late,,,
O094383,17-01-2026,17-01-2026,5,Not Shipped,,,
O094384,24-05-2026,24-05-2026,1,On Time,,,
O094385,16-08-2025,16-08-2025,3,On Time,,,
O094386,03-08-2025,03-08-2025,1,On Time,,,
O094387,27-10-2025,27-10-2025,7,On Time,,,
O094388,11-01-2026,11-01-2026,3,Not Shipped,,,
O094389,22-08-2026,22-08-2026,6,On Time,,,
O094390,05-08-2026,05-08-2026,7,On Time,,,
O094391,20-01-2026,20-01-2026,1,On Time,,,
O094392,07-04-2025,07-04-2025,5,Not Shipped,,,
O094393,13-01-2025,13-01-2025,8,On Time,,,
O094394,18-03-2026,18-03-2026,5,On Time,,,
O094395,10-02-2026,11-02-2026,4,Late,,,
O094396,04-05-2025,04-05-2025,3,On Time,,,
O094397,31-03-2026,31-03-2026,8,On Time,,,
O094398,22-10-2025,22-10-2025,5,On Time,,,
O094399,24-03-2026,24-03-2026,5,On Time,,,
O094400,27-02-2025,27-02-2025,3,On Time,,,
O094401,11-08-2026,11-08-2026,7,On Time,,,
O094402,27-08-2025,27-08-2025,8,On Time,,,
O094403,24-04-2026,24-04-2026,6,On Time,,,
O094404,29-01-2025,29-01-2025,7,On Time,,,
O094405,22-02-2026,27-02-2026,7,Late,,,
O094406,09-12-2025,09-12-2025,2,On Time,,,
O094407,21-05-2026,21-05-2026,5,On Time,,,
O094408,07-12-2025,07-12-2025,8,On Time,,,
O094409,29-06-2026,29-06-2026,6,On Time,,,
O094410,04-03-2026,04-03-2026,4,On Time,,,
O094411,10-08-2026,10-08-2026,2,On Time,,,
O094412,28-09-2025,28-09-2025,1,On Time,,,
O094413,10-08-2026,10-08-2026,1,On Time,,,
O094414,18-01-2026,18-01-2026,4,On Time,,,
O094415,16-02-2026,21-02-2026,9,Late,,,
O094416,19-08-2025,19-08-2025,7,On Time,,,
O094417,08-12-2025,08-12-2025,6,On Time,,,
O094418,07-03-2026,12-03-2026,13,Late,,,
O094419,23-04-2025,23-04-2025,5,On Time,,,
O094420,06-06-2026,06-06-2026,5,On Time,,,
O094421,06-07-2025,06-07-2025,5,On Time,,,
O094422,26-06-2026,26-06-2026,7,On Time,,,
O094423,06-05-2025,06-05-2025,2,On Time,,,
O094424,09-04-2026,09-04-2026,5,On Time,,,
O094425,13-01-2026,13-01-2026,6,On Time,,,
O094426,04-04-2025,04-04-2025,5,On Time,,,
O094427,03-06-2026,03-06-2026,7,On Time,,,
O094428,04-05-2025,04-05-2025,6,On Time,,,
O094429,04-09-2025,04-09-2025,4,On Time,,,
O094430,18-01-2025,18-01-2025,2,On Time,,,
O094431,23-02-2025,26-02-2025,7,Late,,,
O094432,10-12-2025,10-12-2025,7,On Time,,,
O094433,04-03-2025,04-03-2025,4,On Time,,,
O094434,15-11-2025,15-11-2025,4,On Time,,,
O094435,15-07-2026,15-07-2026,1,On Time,,,
O094436,03-05-2025,03-05-2025,3,On Time,,,
O094437,02-03-2025,02-03-2025,6,On Time,,,
O094438,20-02-2025,24-02-2025,11,Late,,,
O094439,13-05-2025,18-05-2025,9,Late,,,
O094440,17-12-2025,17-12-2025,7,On Time,,,
O094441,14-09-2025,14-09-2025,3,On Time,,,
O094442,18-05-2026,18-05-2026,1,On Time,,,
O094443,20-08-2025,20-08-2025,7,On Time,,,
O094444,02-05-2026,02-05-2026,4,On Time,,,
O094445,20-08-2026,20-08-2026,5,On Time,,,
O094446,03-07-2026,03-07-2026,4,On Time,,,
O094447,22-03-2026,25-03-2026,9,Late,,,
O094448,03-05-2025,06-05-2025,6,Late,,,
O094449,14-05-2025,14-05-2025,5,On Time,,,
O094450,22-05-2026,22-05-2026,3,On Time,,,
O094451,02-02-2025,03-02-2025,8,Late,,,
O094452,30-03-2026,30-03-2026,8,Not Shipped,,,
O094453,20-07-2025,20-07-2025,6,On Time,,,
O094454,26-07-2025,26-07-2025,2,On Time,,,
O094455,12-04-2026,12-04-2026,8,On Time,,,
O094456,09-01-2026,09-01-2026,5,On Time,,,
O094457,05-08-2026,05-08-2026,5,On Time,,,
O094458,29-06-2026,29-06-2026,8,On Time,,,
O094459,24-08-2026,24-08-2026,2,On Time,,,
O094460,04-08-2026,04-08-2026,1,On Time,,,
O094461,03-03-2025,08-03-2025,8,Late,,,
O094462,09-10-2025,09-10-2025,1,On Time,,,
O094463,28-01-2026,28-01-2026,8,On Time,,,
O094464,15-01-2025,15-01-2025,6,On Time,,,
O094465,18-07-2025,18-07-2025,7,On Time,,,
O094466,04-12-2025,04-12-2025,3,On Time,,,
O094467,06-11-2025,06-11-2025,4,On Time,,,
O094468,06-05-2026,06-05-2026,5,On Time,,,
O094469,13-04-2026,13-04-2026,1,On Time,,,
O094470,31-05-2026,31-05-2026,5,On Time,,,
O094471,03-03-2026,03-03-2026,7,On Time,,,
O094472,01-03-2025,01-03-2025,5,On Time,,,
O094473,15-09-2025,15-09-2025,6,On Time,,,
O094474,27-05-2025,31-05-2025,11,Late,,,
O094475,09-07-2025,09-07-2025,4,On Time,,,
O094476,03-06-2025,03-06-2025,3,Not Shipped,,,
O094477,04-03-2026,04-03-2026,3,On Time,,,
O094478,26-03-2025,26-03-2025,3,On Time,,,
O094479,17-07-2025,17-07-2025,8,On Time,,,
O094480,24-03-2025,24-03-2025,1,On Time,,,
O094481,25-10-2025,25-10-2025,6,On Time,,,
O094482,29-04-2025,01-05-2025,6,Late,,,
O094483,24-07-2025,24-07-2025,1,On Time,,,
O094484,12-05-2025,12-05-2025,5,On Time,,,
O094485,02-05-2025,05-05-2025,9,Late,,,
O094486,06-04-2026,06-04-2026,8,Not Shipped,,,
O094487,07-06-2026,07-06-2026,4,On Time,,,
O094488,12-02-2026,13-02-2026,5,Late,,,
O094489,18-06-2025,18-06-2025,4,On Time,,,
O094490,18-03-2026,22-03-2026,12,Late,,,
O094491,17-09-2025,17-09-2025,6,On Time,,,
O094492,21-07-2025,21-07-2025,6,On Time,,,
O094493,01-04-2026,01-04-2026,7,On Time,,,
O094494,16-02-2026,16-02-2026,5,On Time,,,
O094495,08-03-2025,08-03-2025,5,On Time,,,
O094496,20-08-2025,20-08-2025,7,On Time,,,
O094497,30-03-2026,30-03-2026,1,On Time,,,
O094498,10-08-2025,11-08-2025,2,Late,,,
O094499,08-06-2026,08-06-2026,6,On Time,,,
O094500,23-12-2025,23-12-2025,8,Not Shipped,,,
O094501,17-11-2025,22-11-2025,10,Late,,,
O094502,03-02-2026,03-02-2026,8,On Time,,,
O094503,25-08-2025,25-08-2025,8,Not Shipped,,,
O094504,30-07-2026,03-08-2026,10,Late,,,
O094505,18-09-2025,18-09-2025,4,On Time,,,
O094506,07-01-2025,07-01-2025,1,On Time,,,
O094507,01-11-2025,01-11-2025,3,On Time,,,
O094508,25-02-2025,25-02-2025,2,Not Shipped,,,
O094509,12-09-2025,12-09-2025,7,On Time,,,
O094510,14-01-2025,14-01-2025,4,On Time,,,
O094511,01-05-2025,01-05-2025,6,On Time,,,
O094512,16-03-2025,16-03-2025,1,On Time,,,
O094513,02-04-2025,02-04-2025,2,On Time,,,
O094514,31-07-2025,31-07-2025,1,Not Shipped,,,
O094515,20-10-2025,20-10-2025,6,On Time,,,
O094516,17-08-2025,22-08-2025,11,Late,,,
O094517,15-01-2026,15-01-2026,1,On Time,,,
O094518,30-03-2025,30-03-2025,4,On Time,,,
O094519,09-01-2025,09-01-2025,8,On Time,,,
O094520,31-03-2025,31-03-2025,2,On Time,,,
O094521,21-11-2025,25-11-2025,7,Late,,,
O094522,09-01-2026,09-01-2026,4,On Time,,,
O094523,08-02-2026,08-02-2026,6,On Time,,,
O094524,16-08-2025,16-08-2025,8,On Time,,,
O094525,23-10-2025,23-10-2025,4,On Time,,,
O094526,22-05-2025,22-05-2025,8,On Time,,,
O094527,14-08-2025,14-08-2025,4,Not Shipped,,,
O094528,18-01-2025,18-01-2025,1,On Time,,,
O094529,23-05-2026,23-05-2026,5,Not Shipped,,,
O094530,28-06-2025,03-07-2025,7,Late,,,
O094531,02-08-2026,02-08-2026,3,On Time,,,
O094532,14-02-2026,14-02-2026,3,Not Shipped,,,
O094533,09-12-2025,09-12-2025,6,On Time,,,
O094534,14-08-2026,19-08-2026,11,Late,,,
O094535,13-01-2026,13-01-2026,8,On Time,,,
O094536,08-08-2026,08-08-2026,7,Not Shipped,,,
O094537,16-05-2026,16-05-2026,2,On Time,,,
O094538,05-09-2025,05-09-2025,6,On Time,,,
O094539,08-02-2025,08-02-2025,6,On Time,,,
O094540,09-06-2025,12-06-2025,4,Not Shipped,,,
O094541,14-05-2026,16-05-2026,4,Not Shipped,,,
O094542,15-03-2026,15-03-2026,6,On Time,,,
O094543,04-07-2025,04-07-2025,8,On Time,,,
O094544,21-04-2025,24-04-2025,10,Late,,,
O094545,27-01-2026,27-01-2026,4,On Time,,,
O094546,04-05-2025,04-05-2025,4,On Time,,,
O094547,17-01-2025,17-01-2025,6,On Time,,,
O094548,07-11-2025,07-11-2025,1,On Time,,,
O094549,21-09-2025,21-09-2025,8,On Time,,,
O094550,19-06-2025,19-06-2025,7,On Time,,,
O094551,01-04-2026,02-04-2026,3,Late,,,
O094552,03-06-2025,08-06-2025,12,Late,,,
O094553,20-02-2025,20-02-2025,4,Not Shipped,,,
O094554,05-05-2025,05-05-2025,1,On Time,,,
O094555,01-06-2026,01-06-2026,2,On Time,,,
O094556,02-08-2025,02-08-2025,2,On Time,,,
O094557,28-05-2025,28-05-2025,3,On Time,,,
O094558,19-06-2026,19-06-2026,1,On Time,,,
O094559,19-02-2026,19-02-2026,6,On Time,,,
O094560,17-10-2025,17-10-2025,1,On Time,,,
O094561,19-01-2026,19-01-2026,7,On Time,,,
O094562,07-06-2025,07-06-2025,3,On Time,,,
O094563,07-04-2025,07-04-2025,6,Not Shipped,,,
O094564,02-12-2025,02-12-2025,6,On Time,,,
O094565,01-09-2025,01-09-2025,7,On Time,,,
O094566,08-09-2025,09-09-2025,6,Late,,,
O094567,28-12-2025,28-12-2025,1,On Time,,,
O094568,15-09-2025,15-09-2025,6,On Time,,,
O094569,10-05-2026,12-05-2026,5,Late,,,
O094570,07-05-2026,07-05-2026,1,On Time,,,
O094571,04-03-2025,04-03-2025,6,On Time,,,
O094572,25-08-2025,25-08-2025,1,On Time,,,
O094573,27-08-2025,28-08-2025,5,Late,,,
O094574,30-07-2025,30-07-2025,5,On Time,,,
O094575,23-05-2025,23-05-2025,1,On Time,,,
O094576,02-12-2025,02-12-2025,7,On Time,,,
O094577,02-03-2025,02-03-2025,6,On Time,,,
O094578,14-05-2026,14-05-2026,5,On Time,,,
O094579,15-11-2025,15-11-2025,1,On Time,,,
O094580,12-08-2025,13-08-2025,9,Late,,,
O094581,16-01-2026,16-01-2026,4,On Time,,,
O094582,07-04-2025,07-04-2025,6,On Time,,,
O094583,26-07-2026,27-07-2026,6,Late,,,
O094584,03-03-2026,03-03-2026,5,On Time,,,
O094585,29-03-2026,29-03-2026,1,On Time,,,
O094586,17-04-2026,19-04-2026,10,Late,,,
O094587,27-12-2025,27-12-2025,1,On Time,,,
O094588,25-05-2025,25-05-2025,6,On Time,,,
O094589,14-08-2025,14-08-2025,8,On Time,,,
O094590,26-01-2026,26-01-2026,8,On Time,,,
O094591,25-02-2026,25-02-2026,8,Not Shipped,,,
O094592,10-02-2026,10-02-2026,4,On Time,,,
O094593,17-01-2026,17-01-2026,3,On Time,,,
O094594,31-05-2025,31-05-2025,3,On Time,,,
O094595,25-01-2026,25-01-2026,6,On Time,,,
O094596,14-02-2025,14-02-2025,5,On Time,,,
O094597,19-07-2026,19-07-2026,2,On Time,,,
O094598,06-11-2025,06-11-2025,2,On Time,,,
O094599,11-03-2025,11-03-2025,7,On Time,,,
O094600,25-06-2025,25-06-2025,8,On Time,,,
O094601,05-05-2026,05-05-2026,2,On Time,,,
